Year-Week,Year,Week,Date,Belgium,Bulgaria,Czechia,Denmark,Germany,Estonia,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,Iceland,Liechtenstein,Norway,Switzerland,United Kingdom,Montenegro,Albania,Serbia,Andorra,Armenia,Georgia
2012-W12,2012,12,12/03/2012,"2,162","2,251","2,216","1,029",,313,,"8,088",,"1,171","12,281",,584,782,80,"2,851",76,"2,820","1,650","7,630","2,250",,460,"1,128","1,081","1,890",37,3,818,"1,237",,135,,"2,297",7,,
2012-W13,2012,13,19/03/2012,"2,206","2,172","2,286","1,023",,326,,"8,135",,"1,121","12,164",,554,770,79,"2,862",75,"2,795","1,653","7,637","2,219",,424,"1,094","1,008","1,819",50,4,848,"1,317",,107,,"2,346",3,,
2012-W14,2012,14,26/03/2012,"2,099","2,209","2,089","1,037",,311,,"7,759",,"1,039","11,472",,591,760,73,"2,704",60,"2,809","1,508","7,513","2,032",,391,"1,127",958,"1,811",36,6,861,"1,295",,116,,"2,244",8,,
2012-W15,2012,15,02/04/2012,"2,122","2,118","2,268","1,045",,318,,"7,626",,"1,009","11,533",,609,864,82,"2,602",49,"2,759","1,499","7,871","1,992",,369,"1,042","1,031","1,907",21,7,831,"1,282",,88,,"2,204",8,,
2012-W16,2012,16,09/04/2012,"2,110","2,053","2,144","1,059",,288,,"7,683",,"1,002","11,297",,593,871,65,"2,605",63,"2,787","1,499","7,762","1,965",,365,"1,085",957,"1,738",40,5,833,"1,219",,114,,"2,090",3,,
2012-W17,2012,17,16/04/2012,"2,027","1,995","2,258","1,036",,296,,"7,551",,975,"11,341",,518,784,69,"2,482",57,"2,772","1,525","7,614","1,931",,346,"1,026",953,"1,725",35,4,814,"1,308",,126,,"1,991",2,,
2012-W18,2012,18,23/04/2012,"2,091","2,068","2,102",984,,294,,"7,394",,"1,035","11,004",,539,812,77,"2,423",63,"2,611","1,516","7,584","1,933",,379,"1,099",976,"1,627",34,5,815,"1,162",,111,,"2,018",1,,
2012-W19,2012,19,30/04/2012,"2,020","2,000","1,933","1,013",,277,,"7,625",,939,"11,113",,539,720,61,"2,203",46,"2,655","1,437","6,934","2,103",,369,914,932,"1,727",24,4,753,"1,186",,106,,"1,795",1,,
2012-W20,2012,20,07/05/2012,"1,879","1,858","1,971",944,,266,,"7,235",,884,"10,427",,474,775,81,"2,291",52,"2,538","1,450","7,024","1,857",,309,883,948,"1,740",44,5,766,"1,117",,97,,"1,841",5,,
2012-W21,2012,21,14/05/2012,"2,086","1,906","2,035",952,,261,,"6,972",,948,"10,696",,526,802,76,"2,357",62,"2,726","1,457","7,180","1,842",,334,983,960,"1,621",41,4,763,"1,105",,102,,"1,815",6,,
2012-W22,2012,22,21/05/2012,"1,904","1,975","2,004",956,,259,,"7,010",,959,"10,981",,503,737,89,"2,301",49,"2,560","1,379","6,681","1,806",,307,937,931,"1,659",25,5,725,"1,138",,121,,"1,864",8,,
2012-W23,2012,23,28/05/2012,"1,897","1,954","1,917",996,,272,,"6,771",,985,"10,730",,546,777,72,"2,337",54,"2,584","1,419","7,055","1,703",,307,938,907,"1,515",27,8,790,"1,047",,123,,"1,939",8,,
2012-W24,2012,24,04/06/2012,"1,845","2,180","1,971",916,,267,,"6,499",,908,"10,577",,507,808,67,"2,196",53,"2,558","1,344","6,953","1,699",,333,974,971,"1,528",27,5,732,"1,175",,109,,"1,808",3,,
2012-W25,2012,25,11/06/2012,"1,902","2,068","2,023",994,,284,,"6,589",,"1,090","11,933",,510,741,79,"2,603",56,"2,575","1,557","7,129","1,765",,373,996,978,"1,622",39,5,737,"1,146",,122,,"1,988",3,,
2012-W26,2012,26,18/06/2012,"2,016","1,798","2,020",983,,246,,"7,267",,897,"11,579",,504,705,64,"2,218",46,"2,563","1,470","7,018","1,836",,337,975,909,"1,599",38,3,782,"1,142",,104,,"1,776",5,,
2012-W27,2012,27,25/06/2012,"1,864","2,004","2,101",914,,237,,"6,451",,"1,090","11,300",,542,747,63,"2,887",65,"2,639","1,570","7,664","1,735",,407,"1,122",934,"1,639",31,1,735,"1,105",,107,,"2,028",3,,
2012-W28,2012,28,02/07/2012,"1,816","2,239","1,900",924,,279,,"6,675",,"1,020","11,426",,468,726,77,"2,377",71,"2,452","1,337","6,751","1,649",,335,953,953,"1,592",28,2,740,"1,118",,117,,"2,017",8,,
2012-W29,2012,29,09/07/2012,"1,774","2,061","1,860",932,,282,,"6,612",,845,"10,805",,465,713,81,"2,110",68,"2,423","1,353","6,467","1,882",,324,862,916,"1,551",36,3,730,"1,089",,113,,"1,735",5,,
2012-W30,2012,30,16/07/2012,"2,041","2,060","2,033",970,,280,,"6,844",,885,"10,822",,509,750,61,"2,344",59,"2,560","1,442","7,547","1,745",,314,"1,005",910,"1,625",41,6,740,"1,150",,103,,"1,768",3,,
2012-W31,2012,31,23/07/2012,"1,771","1,910","2,015",923,,258,,"6,742",,998,"11,224",,444,742,63,"2,394",53,"2,369","1,394","7,053","1,713",,315,976,876,"1,635",35,1,702,"1,130",,112,,"1,835",3,,
2012-W32,2012,32,30/07/2012,"1,834","2,054","1,921",940,,266,,"6,959",,963,"11,478",,492,671,69,"2,272",57,"2,362","1,313","6,557","1,817",,350,971,909,"1,613",38,3,749,"1,038",,123,,"1,791",6,,
2012-W33,2012,33,06/08/2012,"1,838","1,669","1,834",898,,269,,"6,842",,895,"11,078",,502,715,70,"2,174",52,"2,550","1,337","6,532","1,740",,316,933,939,"1,586",36,6,745,"1,128",,102,,"1,692",7,,
2012-W34,2012,34,13/08/2012,"1,954","1,903","2,024",949,,303,,"7,157",,924,"12,101",,467,711,72,"2,487",60,"2,534","1,507","7,063","1,769",,318,"1,001",869,"1,559",42,5,721,"1,189",,118,,"1,904",10,,
2012-W35,2012,35,20/08/2012,"1,731","1,685","1,817",939,,258,,"6,536",,838,"10,601",,491,709,66,"2,072",48,"2,370","1,311","6,547","1,641",,334,924,848,"1,593",40,1,698,"1,097",,92,,"1,743",6,,
2012-W36,2012,36,27/08/2012,"1,790","1,778","1,899",886,,300,,"6,652",,792,"10,544",,499,671,65,"2,230",62,"2,543","1,385","6,334","1,832",,317,894,929,"1,609",26,3,757,"1,143",,113,,"1,755",3,,
2012-W37,2012,37,03/09/2012,"1,845","1,678","1,933",974,,268,,"6,524",,858,"10,384",,488,739,50,"2,164",67,"2,476","1,401","6,774","1,725",,327,907,953,"1,527",37,7,800,"1,169",,100,,"1,644",3,,
2012-W38,2012,38,10/09/2012,"1,788","1,684","1,862",936,,281,,"6,644",,890,"10,626",,515,728,76,"2,192",58,"2,389","1,399","6,772","1,745",,342,897,968,"1,642",39,5,761,"1,183",,102,,"1,653",4,,
2012-W39,2012,39,17/09/2012,"1,996","1,835","2,024",949,,326,,"6,268",,"1,001","11,063",,529,704,90,"2,331",55,"2,643","1,488","7,327","1,595",,357,976,926,"1,688",33,4,751,"1,161",,98,,"1,879",6,,
2012-W40,2012,40,24/09/2012,"2,015","1,784","1,939",984,,305,,"6,662",,918,"10,721",,523,760,61,"2,179",55,"2,525","1,425","7,211","1,718",,362,973,961,"1,710",36,7,732,"1,248",,95,,"1,734",9,,
2012-W41,2012,41,01/10/2012,"1,965","1,758","1,990","1,008",,286,,"6,845",,951,"10,524",,588,725,68,"2,378",59,"2,682","1,436","7,327","1,738",,382,953,945,"1,667",47,2,752,"1,193",,118,,"1,736",6,,
2012-W42,2012,42,08/10/2012,"2,050","1,790","2,015",982,,264,,"6,867",,886,"10,920",,553,822,72,"2,408",43,"2,666","1,512","7,556","1,856",,355,"1,008",966,"1,652",44,4,787,"1,152",,115,,"1,871",6,,
2012-W43,2012,43,15/10/2012,"2,018","1,944","2,072",947,,309,,"6,696",,890,"11,333",,543,820,82,"2,349",56,"2,524","1,487","7,205","1,992",,376,979,906,"1,692",38,4,791,"1,252",,81,,"1,935",8,,
2012-W44,2012,44,22/10/2012,"2,007","1,928","2,028",973,,289,,"7,350",,944,"11,336",,567,809,61,"2,386",53,"2,652","1,543","7,459","1,784",,373,997,988,"1,728",32,7,821,"1,178",,116,,"1,937",8,,
2012-W45,2012,45,29/10/2012,"2,095","1,987","1,928","1,005",,290,,"7,366",,975,"11,459",,567,759,68,"2,348",55,"2,689","1,498","7,225","1,930",,375,927,"1,020","1,683",37,6,773,"1,189",,124,,"1,966",7,,
2012-W46,2012,46,05/11/2012,"2,030","2,018","1,977",976,,312,,"7,422",,907,"11,330",,567,801,70,"2,321",59,"2,730","1,485","7,036","2,059",,362,965,959,"1,667",41,4,770,"1,211",,102,,"1,878",7,,
2012-W47,2012,47,12/11/2012,"2,079","2,034","1,984",972,,253,,"7,308",,960,"11,143",,561,759,68,"2,416",59,"2,730","1,515","7,290","1,959",,341,953,897,"1,693",31,2,765,"1,269",,82,,"1,952",6,,
2012-W48,2012,48,19/11/2012,"2,061","2,031","2,153",984,,285,,"7,333",,954,"11,445",,558,787,61,"2,318",57,"2,737","1,456","7,518","2,015",,351,984,991,"1,718",22,2,793,"1,217",,104,,"1,929",6,,
2012-W49,2012,49,26/11/2012,"2,152","2,080","2,052","1,009",,299,,"7,747",,946,"12,045",,546,750,67,"2,568",68,"2,775","1,524","7,543","2,225",,364,"1,007","1,006","1,767",35,2,858,"1,273",,143,,"1,920",5,,
2012-W50,2012,50,03/12/2012,"2,184","2,243","2,141","1,022",,309,,"8,137",,"1,049","12,970",,605,838,90,"2,632",74,"2,913","1,678","7,930","2,234",,364,"1,064","1,084","1,962",33,4,875,"1,273",,128,,"2,094",7,,
2012-W51,2012,51,10/12/2012,"2,292","2,178","2,148","1,151",,296,,"7,866",,962,"12,871",,641,924,94,"2,609",75,"2,863","1,594","8,247","2,146",,385,"1,053","1,028","1,912",42,2,874,"1,288",,112,,"2,097",2,,
2012-W52,2012,52,17/12/2012,"2,203","2,168","2,228","1,201",,372,,"7,857",,"1,034","12,846",,647,966,80,"2,631",62,"3,006","1,599","9,049","2,141",,379,"1,094","1,105","2,040",47,3,980,"1,357",,127,,"2,027",7,,
2013-W01,2013,01,01/01/2013,"2,236","2,079","2,313","1,307",,335,,"7,914","12,452","1,020","13,095",,687,870,87,"2,568",69,"2,947","1,637","9,309","2,314",,402,"1,083","1,125","1,962",37,4,"1,004","1,297",,124,,"1,967",5,,
2013-W02,2013,02,07/01/2013,"2,267","2,183","2,233","1,201",,320,,"8,422","12,252",983,"12,855",,576,911,73,"2,472",86,"3,036","1,659","9,030","2,321",,410,"1,103","1,107","1,968",54,4,884,"1,421",,128,,"2,031",6,,
2013-W03,2013,03,14/01/2013,"2,238","2,228","2,339","1,184",,335,,"8,562","12,701","1,027","12,898",,607,881,88,"2,567",93,"3,012","1,612","9,041","2,414",,426,"1,136","1,087","1,999",32,2,909,"1,410",,121,,"2,107",10,,
2013-W04,2013,04,21/01/2013,"2,444","2,121","2,358","1,152",,343,,"8,328","12,976","1,093","12,849",,638,974,87,"2,598",96,"3,083","1,584","8,938","2,375",,438,"1,109","1,003","1,945",37,7,921,"1,413",,137,,"2,035",5,,
2013-W05,2013,05,28/01/2013,"2,576","2,183","2,459","1,247",,337,,"8,359","12,709","1,010","13,450",,743,"1,008",87,"2,560",68,"3,192","1,752","8,803","2,333",,446,"1,141","1,061","1,986",48,8,909,"1,442",,119,,"2,032",5,,
2013-W06,2013,06,04/02/2013,"2,448","2,109","2,490","1,237",,316,,"8,320","12,614",985,"13,269",,682,934,76,"2,609",92,"3,143","1,748","8,401","2,377",,406,"1,150","1,062","2,024",51,10,893,"1,458",,138,,"2,061",5,,
2013-W07,2013,07,11/02/2013,"2,444","2,185","2,385","1,229",,335,,"8,609","12,987","1,056","13,885",,618,926,88,"2,649",90,"3,037","1,815","8,159","2,430",,428,"1,151","1,050","1,879",45,9,867,"1,504",,123,,"2,215",7,,
2013-W08,2013,08,18/02/2013,"2,435","2,261","2,365","1,143",,350,,"8,508","12,915","1,060","14,002",,610,921,86,"2,731",83,"3,212","1,711","7,839","2,325",,450,"1,121","1,060","1,971",41,4,903,"1,439",,109,,"2,119",5,,
2013-W09,2013,09,25/02/2013,"2,549","2,182","2,303","1,201",,344,,"8,472","13,360","1,010","13,666",,598,867,84,"2,766",90,"3,171","1,668","7,788","2,379",,462,"1,163","1,128","2,090",45,4,871,"1,472",,94,,"2,226",10,,
2013-W10,2013,10,04/03/2013,"2,572","2,177","2,318","1,119",,362,,"8,739","13,064","1,152","13,541",,619,751,114,"2,839",63,"3,295","1,729","7,983","2,483",,430,"1,136","1,067","1,934",41,5,826,"1,470",,127,,"2,198",9,,
2013-W11,2013,11,11/03/2013,"2,343","2,228","2,325","1,088",,359,,"7,947","12,327","1,058","12,511",,625,887,85,"2,722",84,"3,041","1,690","7,946","2,185",,424,"1,091","1,080","1,883",38,3,857,"1,431",,120,,"2,112",3,,
2013-W12,2013,12,18/03/2013,"2,364","2,198","2,351","1,107",,336,,"8,131","11,691","1,067","12,561",,649,852,76,"2,603",78,"3,039","1,684","8,216","2,170",,405,"1,051","1,090","1,909",49,5,839,"1,358",,121,,"2,166",10,,
2013-W13,2013,13,25/03/2013,"2,365","2,165","2,324","1,117",,291,,"7,703","11,297","1,064","11,950",,625,918,78,"2,617",78,"3,066","1,650","8,239","2,141",,380,998,"1,064","1,870",37,5,828,"1,357",,106,,"2,166",5,,
2013-W14,2013,14,01/04/2013,"2,418","2,178","2,448","1,094",,271,,"7,561","11,302","1,020","11,862",,589,980,74,"2,606",69,"2,972","1,611","8,590","2,028",,407,"1,033","1,076","1,911",42,2,813,"1,329",,104,,"2,059",4,,
2013-W15,2013,15,08/04/2013,"2,415","2,067","2,272","1,069",,323,,"7,551","11,332",981,"11,837",,573,896,70,"2,606",64,"3,059","1,627","7,928","2,015",,401,"1,057","1,079","1,876",40,5,821,"1,280",,119,,"2,028",5,,
2013-W16,2013,16,15/04/2013,"2,254","1,962","2,192","1,025",,340,,"7,253","10,775",967,"11,447",,570,852,84,"2,564",52,"2,862","1,569","7,677","1,942",,404,"1,032","1,024","1,812",37,3,780,"1,221",,122,,"1,983",3,,
2013-W17,2013,17,22/04/2013,"2,139","1,972","2,083","1,016",,272,,"7,020","10,550",929,"10,833",,586,817,75,"2,422",60,"2,729","1,532","7,496","1,984",,369,"1,020",966,"1,803",39,5,869,"1,257",,102,,"2,018",5,,
2013-W18,2013,18,29/04/2013,"1,940","2,056","1,969",991,,280,,"7,054","10,305",951,"11,235",,500,807,79,"2,354",57,"2,560","1,407","7,121","1,897",,328,943,"1,036","1,735",56,1,757,"1,165",,119,,"1,967",6,,
2013-W19,2013,19,06/05/2013,"1,960","1,888","1,950","1,034",,303,,"7,166","10,101",877,"10,548",,536,810,49,"2,201",54,"2,651","1,432","7,284","1,877",,354,919,"1,027","1,682",43,7,733,"1,115",,107,,"1,700",4,,
2013-W20,2013,20,13/05/2013,"1,988","1,873","1,948",972,,322,,"7,032","10,306",862,"10,551",,555,831,71,"2,187",44,"2,573","1,443","6,967","1,839",,324,910,983,"1,570",41,8,782,"1,161",,118,,"1,792",4,,
2013-W21,2013,21,20/05/2013,"1,984","1,881","1,975",961,,265,,"6,940","10,082",849,"10,557",,498,737,61,"2,209",53,"2,500","1,398","6,639","1,878",,338,888,923,"1,576",30,8,727,"1,107",,89,,"1,774",7,,
2013-W22,2013,22,27/05/2013,"2,017","1,747","2,005",926,,247,,"6,988","10,348",899,"11,140",,490,764,64,"2,192",54,"2,603","1,477","6,894","1,932",,310,945,946,"1,544",31,7,705,"1,128",,98,,"1,816",8,,
2013-W23,2013,23,03/06/2013,"2,179","1,762","1,949",947,,258,,"7,173","10,660",969,"11,420",,505,741,83,"2,250",66,"2,577","1,460","6,769","1,967",,344,916,900,"1,536",33,7,682,"1,147",,116,,"1,793",3,,
2013-W24,2013,24,10/06/2013,"1,999","1,906","1,908",910,,267,,"7,314","10,021",934,"11,587",,482,663,79,"2,400",45,"2,500","1,435","7,031","1,870",,351,996,930,"1,535",34,6,700,"1,192",,128,,"1,844",3,,
2013-W25,2013,25,17/06/2013,"2,032","2,102","2,338",919,,265,,"6,670","9,973","1,139","12,552",,485,758,70,"2,926",58,"2,540","1,631","7,494","1,801",,428,"1,130",913,"1,659",43,5,716,"1,187",,125,,"2,325",1,,
2013-W26,2013,26,24/06/2013,"1,850","1,802","1,856",934,,286,,"6,916","9,577",836,"10,364",,477,754,60,"2,057",51,"2,492","1,358","6,378","2,005",,352,921,931,"1,595",33,3,696,"1,120",,116,,"1,655",3,,
2013-W27,2013,27,01/07/2013,"1,828","1,802","1,999",959,,268,,"7,301","10,041",885,"10,851",,492,703,80,"2,281",53,"2,533","1,426","6,718","2,343",,325,960,870,"1,633",48,3,752,"1,170",,116,,"1,775",6,,
2013-W28,2013,28,08/07/2013,"1,882","1,774","1,953",934,,268,,"7,807","10,328",851,"10,752",,495,689,63,"2,175",53,"2,461","1,369","6,580","2,590",,364,897,889,"1,504",33,4,760,"1,114",,111,,"1,719",1,,
2013-W29,2013,29,15/07/2013,"1,883","1,763","1,943",889,,242,,"7,063","10,249",874,"10,471",,453,690,74,"2,153",60,"2,491","1,422","6,633","1,857",,333,913,900,"1,570",40,3,706,"1,187",,115,,"1,707",1,,
2013-W30,2013,30,22/07/2013,"2,061","1,856","2,141",945,,259,,"6,904","10,463",949,"11,141",,475,738,68,"2,314",57,"2,723","1,542","6,805","1,641",,346,961,891,"1,552",39,6,682,"1,207",,93,,"1,823",2,,
